"1205.2301","Cornelius Krellner","Olga Sichevych, Cornelius Krellner, Yuri Prots, Yuri Grin, Frank
  Steglich","Physical properties and crystal chemistry of Ce2Ga12Pt","12 pages, accepted in J. Phys.: Condens. Matter","J. Phys.: Condens. Matter 24 (2012) 256006","10.1088/0953-8984/24/25/256006",,"cond-mat.str-el cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Single crystals of the new ternary compound Ce2Ga12Pt were prepared by the
self-flux technique. The crystal structure with the space group P4/nbm was
established from single-crystal X-ray diffraction data and presents a
derivative of the LaGa6Ni0.6 prototype. Magnetic susceptibility measurements
show Curie-Weiss behaviour due to local Ce^3+ moments. At high temperatures,
the magnetic anisotropy is dominated by the crystal-electric-field (CEF) effect
with the easy axis along the crystallographic c direction. Ce2Ga12Pt undergoes
two antiferromagnetic phase transitions at T_N,1 = 7.3K and T_N,2 = 5.5K and
presents several metamagnetic transitions for the magnetic field along c.
Specific-heat measurements prove the bulk nature of these magnetic transitions
and reveal a doublet CEF ground state. The 4f contribution to the resistivity
shows a broad maximum at T_max ~ 85K due to Kondo scattering off the CEF ground
state and excited levels.
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:08:18 GMT""}]","2012-06-12"
"1205.2302","Daniel Schwarz","Rene Carmona, Michael Coulon, Daniel Schwarz","The Valuation of Clean Spread Options: Linking Electricity, Emissions
  and Fuels",,"Quantitative Finance, 12(12), pp. 1951-1965, 2012","10.1080/14697688.2012.750733",,"q-fin.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The purpose of the paper is to present a new pricing method for clean spread
options, and to illustrate its main features on a set of numerical examples
produced by a dedicated computer code. The novelty of the approach is embedded
in the use of structural models as opposed to reduced-form models which fail to
capture properly the fundamental dependencies between the economic factors
entering the production process.
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:10:43 GMT""}]","2015-05-27"
"1205.2303","Ye-Ling Zhou","Ye-Ling Zhou","Neutrino masses and flavor mixing in a generalized inverse seesaw model
  with a universal two-zero texture","22 pages, 4 figures, more discussions and references added, accepted
  for publication in Phys. Rev. D",,"10.1103/PhysRevD.86.093011",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A generalized inverse seesaw model, in which the 9x9 neutrino mass matrix has
vanishing (1,1) and (1,3) submatrices, is proposed. This is similar to the
universal two-zero texture which gives vanishing (1,1) and (1,3) elements of
the 3x3 mass matrices in both the charged lepton and neutrino sectors. We
consider the Z_6 x Z_6 group to realize such texture zeros. We study this
generalized inverse seesaw model systematically and derive the seesaw formula
for the 3x3 mass matrix of three active neutrinos. We also analyze the
universal two-zero texture in the general case and propose two ansatze to
reduce the number of free parameters. Taking account of the new result of
\theta_{13} from the Daya Bay experiment, we constrain the parameter space of
the universal two-zero texture in the general case and in the two ansatze,
respectively. We find that one of the ansatze works well.
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:30:34 GMT""},{""version"":""v2"",""created"":""Tue, 23 Oct 2012 14:48:32 GMT""}]","2015-06-05"
"1205.2304","Vyacheslav Kungurtsev","Phillip Gill, Vyacheslav Kungurtsev, Daniel Robinson","Negative Curvature and Second-order optimality for regularized SQP",,,,,"math.OC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Negative Curvature and Second-order optimality for regularized SQP
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:36:49 GMT""}]","2012-05-11"
"1205.2305","Aristeidis Noutsos","Aristeidis Noutsos, Michael Kramer, Paul Carr and Simon Johnston","Pulsar Spin--Velocity Alignment: Further Results and Discussion","20 pages, 7 figures, 1 Table, accepted in MNRAS",,"10.1111/j.1365-2966.2012.21083.x",,"astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The reported alignment between the projected spin-axes and proper motion
directions of pulsars is revisited in the light of new data from Jodrell Bank
and Effelsberg. The present investigation uses 54 pulsars, the largest to date
sample of pulsars with proper-motion and absolute polarisation, to study this
effect. Our study has found strong evidence for pulsar spin-velocity alignment,
excluding that those two vectors are completely uncorrelated, with >99%
confidence. Although we cannot exclude the possibility of orthogonal
spin-velocity configurations, comparison of the data with simulations shows
that the scenario of aligned vectors is more likely than that of the orthogonal
case. Moreover, we have determined the spread of velocities that a spin-aligned
and spin-orthogonal distribution of kicks must have to produce the observed
distribution of spin-velocity angle offsets. If the observed distribution of
spin-velocity offset angles is the result of spin-aligned kicks, then we find
that the distribution of kick-velocity directions must be broad with
{\sigma}_v~30\degree if the orthogonal-kick scenario is assumed, then the
velocity distribution is much narrower with {\sigma}_v<10\degree. Finally, in
contrast to previous studies, we have performed robustness tests on our data,
in order to determine whether our conclusions are the result of a statistical
and/or systematic bias. The conclusion of a correlation between the spin and
velocity vectors is independent of a bias introduced by subsets in the total
sample. Moreover, we estimate that the observed alignment is robust to within
10% systematic uncertainties on the determination of the spin-axis direction
from polarisation data.
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:38:39 GMT""}]","2015-06-05"
"1205.2306","Marco Zaopo mz","Marco Zaopo","Information Theoretic Axioms for Quantum Theory",,,,,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we derive the complex Hilbert space formalism of quantum theory
from four simple information theoretic axioms. It is shown that quantum theory
is the only non classical probabilistic theory satisfying the following axioms:
distinguishability, conservation, reversibility, composition. The new results
of this reconstruction compared to other reconstructions by other authors are:
(i) we get rid of axiom ""subspace"" in favor of axiom conservation eliminating
mathematical requirements contained in previous axiomatics; (ii) we are able to
classify all the probabilistic theories that are consistent requiring (a) only
the first two axioms (b) only the first three axioms; this could be useful in
experimental tests of quantum theory since it gives the possibility to
understand whether or not other mathematical models could be consistent with
such tests; (iii) we provide a connection between two different approaches to
quantum foundations, quantum logic and the one based on information theoretic
primitives showing that any theory satisfying the first two axioms given above
either is classical or is a theory in which physical systems are described by a
projective geometry.
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:47:42 GMT""},{""version"":""v2"",""created"":""Tue, 18 Sep 2012 09:01:56 GMT""},{""version"":""v3"",""created"":""Sat, 22 Dec 2012 14:45:58 GMT""}]","2012-12-27"
"1205.2307","Richard Morton Dr","R. J. Morton","Chromospheric jets around the edges of sunspots","A&A, In press 2012",,"10.1051/0004-6361/201219137",,"astro-ph.SR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Evidence is beginning to be put forward that demonstrates the role of the
chromosphere in supplying energy and mass to the corona. We aim to assess the
role of chromospheric jets in active region dynamics. Using a combination of
the Hinode/SOT Ca II H and TRACE 1550 {\AA} and 1600 {\AA} filters we examine
chromospheric jets situated at the edge of a sunspot. Analysis reveals a near
continuous series of jets, that raise chromospheric material into the low
corona above a sunspot. The jets have average rise speeds of 30 km\,s^{-1} and
a range of 10-100km\,s^{-1}. Enhanced emission observed at the jets leading
edge suggests the formation of a shock front. Increased emission in TRACE
bandpasses above the sunspot and the disappearance of the jets from the Ca II
filter suggests that some of the chromospheric jet material is at least heated
to \sim0.1MK. The evidence suggests that the jets could be a mechanism which
provides a steady, low-level heating for active region features.
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:49:56 GMT""},{""version"":""v2"",""created"":""Fri, 11 May 2012 08:52:34 GMT""}]","2015-06-05"
"1205.2308","Zeinab Khorrami Ms","Zeinab Khorrami","Investigating the stellar system's life-time and the evolution of their
  mass function using N-body simulation","52 pages, 4 chapters",,,,"astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this thesis we study several aspects of dynamical evolution of stellar
clusters. The results of more than 200 simulations of single-mass star clusters
with different initial total mass, half-mass radius and galactocentric
distance, are reported. Recent studies of star clusters show a linear relation
between a star cluster's dissolution time and its two-body relaxation time in
logarithmic scale. We found that the single-mass star clusters do not show such
a linear relation. We present new modified initial parameters to obtain a
linear relation for single-mass star clusters. Also the evolution of multi-mass
clusters and their lifetime, in the presence of the Galaxy is investigated. We
simulate about 90 multi-mass star clusters with the Nbody6 code. These clusters
have different initial total mass, half-mass radius and galactocentric
distance. Finally we investigate the evolution of the stellar mass function and
show that the slopes of the mass functions decrease with time. In addition we
study the effect of galactocentric distance of star clusters on the evolution
of the mass function.
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:52:06 GMT""}]","2012-05-11"
"1205.2309","Jason Steffen","Jason H. Steffen (1), Darin Ragozzine (2), Daniel C. Fabrycky (3),
  Joshua A. Carter (2), Eric B. Ford (4), Matthew J. Holman (2), Jason F. Rowe
  (5), William F. Welsh (6), William J. Borucki (5), Alan P. Boss (7), David R.
  Ciardi (8), and Samuel N. Quinn (2) ((1) Fermilab Center for Particle
  Astrophysics, (2) Harvard-Smithsonian Center for Astrophysics, (3) Department
  of Astronomy and Astrophysics, University of California, (4) Astronomy
  Department, University of Florida, (5) NASA Ames Research Center, (6)
  Astronomy Department, San Diego State University, (7) Department of
  Terrestrial Magnetism Carnegie Institution for Science, (8) NASA Exoplanet
  Science Institute/California Institute of Technology)","Kepler constraints on planets near hot Jupiters","Printed in the Proceedings of the National Academy of Sciences
  (http://www.pnas.org/content/early/2012/04/30/1120970109.abstract). This
  version is formatted in ApJ style, 11 pages","PNAS 2012 109 (21) 7982-7987","10.1073/pnas.1120970109","PUB-12-002-AE","astro-ph.EP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present the results of a search for planetary companions orbiting near hot
Jupiter planet candidates (Jupiter-size candidates with orbital periods near 3
days) identified in the Kepler data through its sixth quarter of science
operations. Special emphasis is given to companions between the 2:1 interior
and exterior mean-motion resonances. A photometric transit search excludes
companions with sizes ranging from roughly 2/3 to 5 times the size of the
Earth, depending upon the noise properties of the target star. A search for
dynamically induced deviations from a constant period (transit timing
variations or TTVs) also shows no significant signals. In contrast, comparison
studies of warm Jupiters (with slightly larger orbits) and hot Neptune-size
candidates do exhibit signatures of additional companions with these same
tests. These differences between hot Jupiters and other planetary systems
denote a distinctly different formation or dynamical history.
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:56:45 GMT""}]","2012-05-23"
"1205.2310","Clelia De Felice","Clelia De Felice","A note on the factorization conjecture",,"Acta Informatica, vol. 50, Issue 7, p. 381-402, 2013","10.1007/s00236-013-0187-1",,"cs.FL","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We give partial results on the factorization conjecture on codes proposed by
Schutzenberger. We consider finite maximal codes C over the alphabet A = {a, b}
with C \cap a^* = a^p, for a prime number p. Let P, S in Z <A>, with S = S_0 +
S_1, supp(S_0) \subset a^* and supp(S_1) \subset a^*b supp(S_0). We prove that
if (P,S) is a factorization for C then (P,S) is positive, that is P,S have
coefficients 0,1, and we characterize the structure of these codes. As a
consequence, we prove that if C is a finite maximal code such that each word in
C has at most 4 occurrences of b's and a^p is in C, then each factorization for
C is a positive factorization. We also discuss the structure of these codes.
The obtained results show once again relations between (positive)
factorizations and factorizations of cyclic groups.
","[{""version"":""v1"",""created"":""Thu, 10 May 2012 16:58:27 GMT""},{""version"":""v2"",""created"":""Sun, 13 Oct 2013 14:49:34 GMT""}]","2015-03-20"
